n_faults,slowdown,baseline,metric,mean,ci_95,min,max,n
4,10.0,fixed_speculation,max_latency,0.8246783664802171,0.059838376909660096,0.7160081655338502,0.9972364574621295,10
4,10.0,fixed_speculation,tail_ratio,23.264196382865855,0.33276108920160974,22.48491340340807,23.8123151803256,10
4,10.0,fixed_speculation,throughput,2560.6254545454544,5.166970325474532,2552.5272727272727,2574.4727272727273,10
4,10.0,fixed_speculation,goodput,2519.1854545454544,5.101686769655989,2511.1454545454544,2532.7636363636366,10
4,10.0,fixed_speculation,slo_violation_rate,0.01618356471729038,8.619249650244788e-05,0.01602126691686569,0.016340820804897276,10
4,10.0,fixed_speculation,affected_ratio,0.015608510514177285,3.0876040711415136e-05,0.015530099720331083,0.01566362036911724,10
4,10.0,no_mitigation,p99_latency,0.4389607684886313,0.004545684042493681,0.4320685103274389,0.44973249115376346,10
4,10.0,no_mitigation,p999_latency,0.6083441694764561,0.009995045815720848,0.5925555081059537,0.6319469112895956,10
4,10.0,no_mitigation,p95_latency,0.036379680781176864,0.0002177427080563698,0.03593854163644243,0.036885641843520035,10
4,10.0,no_mitigation,p50_latency,0.019066315984007254,7.30994577250531e-05,0.018923696929050493,0.01920493298742798,10
4,10.0,no_mitigation,avg_latency,0.026974115527993954,0.0001359748530747405,0.026680444561748458,0.027302975011751912,10
4,10.0,no_mitigation,max_latency,0.7915999181960243,0.03857515848679612,0.7070497656423429,0.8639436468301938,10
4,10.0,no_mitigation,tail_ratio,23.022811439721263,0.2194957296447682,22.54762293033218,23.545860685159614,10
4,10.0,no_mitigation,throughput,2562.28,4.513554518801393,2551.0545454545454,2569.4363636363637,10
4,10.0,no_mitigation,goodput,2520.9127272727274,4.406152001268159,2509.7636363636366,2528.0363636363636,10
4,10.0,no_mitigation,slo_violation_rate,0.016144668842240757,4.343581204856244e-05,0.01604825131604186,0.016246930702877888,10
4,10.0,no_mitigation,affected_ratio,0.015598410740582967,2.9289529220528247e-05,0.015548258340292423,0.015679790175898736,10
4,20.0,adaptive,p99_latency,0.04885265829358928,0.0005513869589935503,0.04827445325289407,0.05077780931665674,10
4,20.0,adaptive,p999_latency,17.548072024914145,0.7325840071844565,15.997277017603388,18.963811570794707,10
4,20.0,adaptive,p95_latency,0.03632940402736535,0.00031137979412221935,0.03587237578120295,0.03714796798380249,10
4,20.0,adaptive,p50_latency,0.019162434409625374,0.0001271841009060775,0.018964590487902555,0.01952002337771308,10
4,20.0,adaptive,avg_latency,0.10166180905361624,0.0037914331024127643,0.09411428934626669,0.11000561528188949,10
4,20.0,adaptive,max_latency,20.015169918318684,0.8316095938197945,18.683882276428108,21.754816377326392,10
4,20.0,adaptive,tail_ratio,2.5493043774850888,0.016193279495190276,2.5295809209635887,2.601319083184712,10
4,20.0,adaptive,throughput,2548.0545454545454,5.88645787036058,2538.090909090909,2563.7454545454543,10
4,20.0,adaptive,goodput,2524.1,5.312645359797553,2514.927272727273,2537.163636363636,10
4,20.0,adaptive,slo_violation_rate,0.009400261052986001,0.00026711271606344076,0.009126401375407428,0.010368353119725402,10
4,20.0,adaptive,affected_ratio,0.00782848792170333,1.4113169293403535e-05,0.007793994581790846,0.007858447652136539,10
4,20.0,fixed_isolation,p99_latency,0.0486854877789721,0.00028880165285799937,0.048096063738953546,0.049381364553911504,10
4,20.0,fixed_isolation,p999_latency,17.350381503670242,0.636542007009869,16.24948523141692,18.9696680231722,10
4,20.0,fixed_isolation,p95_latency,0.036256787579712305,0.00023271770765064467,0.03575887064596994,0.036862503113884657,10
4,20.0,fixed_isolation,p50_latency,0.01915846520490163,8.097842426550235e-05,0.019038961899600082,0.019389221218341746,10
4,20.0,fixed_isolation,avg_latency,0.09930817496481967,0.0032425737831283646,0.09276287629551538,0.10751476496838032,10
4,20.0,fixed_isolation,max_latency,20.104531089370578,0.8687000958957025,18.491859941116125,22.115708005179883,10
4,20.0,fixed_isolation,tail_ratio,2.541230755636408,0.014165632757665058,2.5013564431980058,2.5702665120642565,10
4,20.0,fixed_isolation,throughput,2548.4745454545455,3.991278094869276,2540.109090909091,2559.9636363636364,10
4,20.0,fixed_isolation,goodput,2524.7909090909093,3.8261842657557312,2517.1272727272726,2536.3636363636365,10
4,20.0,fixed_isolation,slo_violation_rate,0.00929310369977514,0.00014967725605565674,0.009047571328360987,0.009725294327506243,10
4,20.0,fixed_isolation,affected_ratio,0.007830747833795743,1.565684160808717e-05,0.0077984062273611845,0.00786651969135184,10
4,20.0,fixed_shedding,p99_latency,0.04915894032039676,0.00042843358622649794,0.047962435107921655,0.04972430048922312,10
4,20.0,fixed_shedding,p999_latency,17.62824508687411,0.9271885677828835,16.170802761425325,19.49431255276158,10
4,20.0,fixed_shedding,p95_latency,0.036322012962352504,0.00020132559223534125,0.03596459377336137,0.03687373128258251,10
4,20.0,fixed_shedding,p50_latency,0.019144774395139973,7.363586448819873e-05,0.01902588152796625,0.019336681747287088,10
4,20.0,fixed_shedding,avg_latency,0.10096929453674437,0.004450124932257298,0.09323103115483011,0.11044195998641575,10
4,20.0,fixed_shedding,max_latency,20.21420614496494,0.7583072054559742,18.74098451125718,22.221489278917126,10
4,20.0,fixed_shedding,tail_ratio,2.5677354275204403,0.01920886161122198,2.502996360586862,2.6019123465178886,10
4,20.0,fixed_shedding,throughput,2546.6272727272726,3.3367003873610166,2539.7454545454543,2552.4727272727273,10
4,20.0,fixed_shedding,goodput,2522.341818181818,2.9861078842256097,2515.672727272727,2527.490909090909,10
4,20.0,fixed_shedding,slo_violation_rate,0.009536013262555548,0.0001930763984702238,0.009008301067280079,0.009839125664372533,10
4,20.0,fixed_shedding,affected_ratio,0.007839272226330773,1.3605303540161306e-05,0.007814169504081604,0.007867646006042122,10
4,20.0,fixed_speculation,p99_latency,0.048772899562836675,0.00033140856717922735,0.04814529247717576,0.04953091024036245,10
4,20.0,fixed_speculation,p999_latency,16.614034325449325,0.919947671902495,14.651259354203422,18.554158134459815,10
4,20.0,fixed_speculation,p95_latency,0.03622944152395453,0.00023513579767126905,0.03563985815025639,0.03673361197688294,10
4,20.0,fixed_speculation,p50_latency,0.019140637514684443,9.780437854963978e-05,0.01893664057439759,0.01936042682707395,10
4,20.0,fixed_speculation,avg_latency,0.09662975000570166,0.004344104438645339,0.08654115895086892,0.10470633074611653,10
4,20.0,fixed_speculation,max_latency,18.992506897431753,0.8987659472634153,17.490067741864905,21.355921892427418,10
4,20.0,fixed_speculation,tail_ratio,2.5481379112156377,0.011920099461057295,2.523756788385541,2.5728732741508535,10
4,20.0,fixed_speculation,throughput,2548.018181818182,4.423880702581999,2539.072727272727,2560.2545454545457,10
4,20.0,fixed_speculation,goodput,2524.161818181818,4.141488240414,2515.4545454545455,2535.5454545454545,10
4,20.0,fixed_speculation,slo_violation_rate,0.009362412251528089,0.00015231816969525722,0.009159301835432638,0.00967275163766742,10
4,20.0,fixed_speculation,affected_ratio,0.007827150817794924,1.240845263227128e-05,0.007797520132941327,0.007855408918073169,10
4,20.0,no_mitigation,p99_latency,0.048973716921338506,0.00041736966371723336,0.04825284678252376,0.05009435037190215,10
4,20.0,no_mitigation,p999_latency,17.426989476365513,0.4328743944937533,16.650299806951278,18.527702104346314,10
4,20.0,no_mitigation,p95_latency,0.03641325831385487,0.000279143376664415,0.0357955256563857,0.0370550473982849,10
4,20.0,no_mitigation,p50_latency,0.019195554849365193,0.00011472176410235257,0.018990713542447413,0.019507391057679513,10
4,20.0,no_mitigation,avg_latency,0.1009743582191734,0.002102236821611421,0.09654342210003472,0.10688378557507845,10
4,20.0,no_mitigation,max_latency,20.004586972433493,0.584063595519563,18.347467764045668,21.169766759115234,10
4,20.0,no_mitigation,tail_ratio,2.5512697345173523,0.011659040411008365,2.5259265759592098,2.5782538894157025,10
4,20.0,no_mitigation,throughput,2549.4181818181823,5.191676835573854,2541.5272727272727,2562.4545454545455,10
4,20.0,no_mitigation,goodput,2525.2963636363634,4.650142968074454,2518.2545454545457,2536.690909090909,10
4,20.0,no_mitigation,slo_violation_rate,0.009460999908036467,0.0002063618477739976,0.009156985062668117,0.010054280342001632,10
4,20.0,no_mitigation,affected_ratio,0.007830018895835605,2.0228610131485262e-05,0.007784231067257178,0.007862130143650203,10
8,3.0,adaptive,p99_latency,0.16636251084649037,0.0034485987844854005,0.16036491047266652,0.17453239743607413,10
8,3.0,adaptive,p999_latency,0.20021082340481816,0.006763944010006664,0.18671291115584465,0.21973605758783574,10
8,3.0,adaptive,p95_latency,0.12767432998412778,0.002253820929335466,0.12358561219325781,0.13409152706868077,10
8,3.0,adaptive,p50_latency,0.028239287903626044,0.0005086854202841764,0.02741618567200632,0.02979163881202851,10
8,3.0,adaptive,avg_latency,0.03760789461657478,0.0007144759817142955,0.036406095294782524,0.0396195971516363,10
8,3.0,adaptive,max_latency,0.24120845184372675,0.012305819644453049,0.21866594423012486,0.26815206863002583,10
8,3.0,adaptive,tail_ratio,5.891098620633553,0.05674416471584885,5.812045938569176,6.050149163622881,10
8,3.0,adaptive,throughput,2561.074545454546,6.146408184685297,2551.1272727272726,2580.163636363636,10
8,3.0,adaptive,goodput,2242.2909090909093,13.98908899937089,2195.1272727272726,2259.581818181818,10
8,3.0,adaptive,slo_violation_rate,0.1244557436405886,0.006495761914869092,0.11428103084554421,0.14338016177096638,10
8,3.0,adaptive,affected_ratio,0.10405965059875133,0.00025034152822142304,0.10327745245192342,0.10446718741091282,10
8,3.0,fixed_isolation,p99_latency,0.16215096804935397,0.00319923794816727,0.15559972925764048,0.16776463122882737,10
8,3.0,fixed_isolation,p999_latency,0.19387431275320752,0.005892127503877215,0.179482994924281,0.202440385395606,10
8,3.0,fixed_isolation,p95_latency,0.12416720796274779,0.003095959762805478,0.11638181508045609,0.12961641814791847,10
8,3.0,fixed_isolation,p50_latency,0.027712959399095995,0.00041803144114064747,0.02687751978203501,0.028533753293866315,10
8,3.0,fixed_isolation,avg_latency,0.03669649611289553,0.0007178356871258589,0.03484390641363955,0.037954708151267565,10
8,3.0,fixed_isolation,max_latency,0.23650415090450672,0.008936784183437643,0.2196679188495274,0.2556088659764768,10
8,3.0,fixed_isolation,tail_ratio,5.850677949615855,0.053414664666418775,5.729390326976646,5.944471793201326,10
8,3.0,fixed_isolation,throughput,2555.6236363636367,4.242504427036886,2546.109090909091,2566.4727272727273,10
8,3.0,fixed_isolation,goodput,2252.856363636364,8.15767733007079,2237.818181818182,2271.9454545454546,10
8,3.0,fixed_isolation,slo_violation_rate,0.11846039374069897,0.004324931058371214,0.10767945385472306,0.12525585626563565,10
