slowdown,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
1.05,fixed_isolation,2,43859,16.620537519454956,127456,0.014738296267181058,0.013689312026007094,0.024885981458940165,0.02885616044489012,0.03419497893535785,0.042216539228824956,2.1079335754834787,2549.12,2549.12,0.0,0,0.030528182274667335
1.05,fixed_isolation,1,11391,18.83395552635193,127572,0.014757514667803697,0.01374750450262141,0.024848392830335617,0.028838416634153104,0.03359057790840676,0.041309684955326276,2.0977201083043195,2551.44,2551.44,0.0,0,0.030453391026244003
1.05,fixed_isolation,4,5698,18.27946162223816,127718,0.014812492996242672,0.013808046344922609,0.025029431270371817,0.02892493221096608,0.03434497735158105,0.03989321031678372,2.094788175562732,2554.36,2554.36,0.0,0,0.030293302431920324
1.05,fixed_isolation,3,9332,20.38078212738037,127520,0.014728977970450509,0.013689910921387494,0.024803472864997282,0.028749887681694265,0.033852064634171376,0.039269547583067776,2.100078506484571,2550.4,2550.4,0.0,0,0.030606963613550815
1.05,fixed_isolation,7,73342,18.606006860733032,128430,0.01484011411472484,0.013896685261952868,0.025068441234279225,0.0289503493737371,0.033988442117854116,0.041335725549195956,2.083255742504222,2568.6,2568.6,0.0,0,0.03016429183212645
1.05,fixed_isolation,6,23024,18.89113187789917,127245,0.014664658767068786,0.01361060823802518,0.02466650861042083,0.02863837958624373,0.0329021496537531,0.04155362289804998,2.104121952921554,2544.9,2544.9,0.0,0,0.03029588588942591
1.05,fixed_isolation,9,71283,18.370303630828857,128101,0.014852965343882417,0.013893716512178855,0.025081746897839707,0.028965152634526703,0.03470769921009558,0.04108204678922078,2.0847663480924368,2562.02,2562.02,0.0,0,0.03103800907096744
1.05,adaptive,0,64886,18.20759081840515,127748,0.014755352578684856,0.013769675010264493,0.024801692963006154,0.028764983692450556,0.0335299961197692,0.039864205555936394,2.0890096295669967,2554.96,2554.96,0.0,0,0.030333155900679462
1.05,fixed_isolation,8,25083,19.97096848487854,128364,0.014899172271483341,0.013966428127657693,0.02517621062713573,0.02901751101321772,0.034687055588700395,0.03987724423566874,2.0776615715906916,2567.28,2567.28,0.0,0,0.030592689539123117
1.05,adaptive,3,24295,17.107428550720215,127205,0.014742840035130652,0.013716028073275766,0.024907036710509083,0.02885820738861582,0.03461374564053959,0.039570734986323686,2.1039769847688627,2544.1,2544.1,0.0,0,0.030101018041743643
1.05,adaptive,2,30955,18.776440143585205,127265,0.014744334556589774,0.013703291766939074,0.02484454992322183,0.028792860973470624,0.034005958249399684,0.04178718484730126,2.1011638271423982,2545.3,2545.3,0.0,0,0.030228263858877145
1.05,fixed_isolation,5,75401,21.452826023101807,127911,0.014831554522498206,0.013824051123229708,0.025107662255170027,0.028964455295681542,0.0345604950450566,0.043695652118330486,2.0952219459757457,2558.22,2558.22,0.0,0,0.03013032499159572
1.05,adaptive,1,22236,19.282888412475586,128292,0.014816646113842888,0.013862318876674884,0.024930820167245925,0.028821836895886004,0.03411354771473262,0.039993675298049425,2.07914975497948,2565.84,2565.84,0.0,0,0.03022012284476039
1.05,adaptive,4,28896,17.952309608459473,128134,0.01482197172146397,0.013838963643458158,0.024995077080668438,0.0288299324033936,0.034263524969368186,0.03975966836520328,2.0832435972921894,2562.68,2562.68,0.0,0,0.030483712363619336
1.05,adaptive,5,98599,17.27764916419983,127751,0.014824590059787588,0.013823066886516244,0.025070474477178806,0.028916208747728156,0.03459362427954058,0.03996386309743727,2.0918808383930028,2555.02,2555.02,0.0,0,0.030543792220804535
1.05,adaptive,6,94965,17.737125396728516,127375,0.014732283953398883,0.013693721715483775,0.024869146406133406,0.028795063405056064,0.03418795173069811,0.039964934732651614,2.10279309039097,2547.5,2547.5,0.0,0,0.030563297350343473
1.05,adaptive,9,62609,17.032169103622437,127960,0.014807555345174436,0.013840172241295079,0.025003426870270566,0.028827809848587693,0.03387867298422003,0.03986240190864265,2.082908315445225,2559.2,2559.2,0.0,0,0.03043919974992185
1.05,adaptive,8,92906,19.80302906036377,128034,0.014818857391795625,0.01385278182733174,0.025027978581852215,0.02891716835152385,0.034262455506562976,0.040216011312331545,2.087462916254832,2560.68,2560.68,0.0,0,0.030304450380367713
1.05,adaptive,7,96540,22.445788621902466,128186,0.014845710277860706,0.013928746593568242,0.025010503602907797,0.02880302761218302,0.03421482758641079,0.04133267461788748,2.067883669122328,2563.72,2563.72,0.0,0,0.0304089370134024
1.1,no_mitigation,0,50373,18.57550549507141,128169,0.01488554271808219,0.013987427195694124,0.02505632067742168,0.028971445727485584,0.03454309612471842,0.04697881618612598,2.0712490812037347,2563.38,2563.38,0.0,0,0.029718574694348868
1.1,no_mitigation,1,48798,18.56585144996643,127517,0.014828933784764435,0.013830010444465302,0.025011104959156327,0.02890708498317764,0.03406156153064967,0.04035034496424572,2.090170871472198,2550.34,2550.34,0.0,0,0.02972936941741101
1.1,no_mitigation,2,52432,18.922403573989868,128461,0.014964937874866613,0.01402558222154937,0.025370647482382935,0.02907842103857234,0.034559052613828724,0.041680962820837664,2.0732416365500526,2569.22,2569.22,0.0,0,0.029744436054522386
1.1,no_mitigation,3,82729,18.551958560943604,127977,0.014858324720808731,0.013870269199102836,0.025060075230517495,0.029067716247767807,0.03476918284373153,0.043498483579639924,2.0956850822800166,2559.54,2559.54,0.0,0,0.029536557350148856
1.1,no_mitigation,6,88422,17.148198127746582,128035,0.014922985220560459,0.013965529441986035,0.025246222386274993,0.029118086026202552,0.03543432909335644,0.04908491883728772,2.0849969309908007,2560.7,2560.7,0.0,0,0.029390401062209554
